103, 4.734, -2.1, -0.20, 0.0074, -0.0154
104, 4.780, -2.8, -0.27, 0.0067, -0.0182
105, 4.827, -3.0, -0.32, 0.0089, -0.0091
106, 4.873, -3.4, -0.33, 0.0097, -0.0112
107, 4.919, -3.5, -0.33, 0.0095, -0.0093
108, 4.966, -3.5, -0.31, 0.0072, -0.0194
109, 5.012, -2.8, -0.26, 0.0058, -0.0252
110, 5.059, -1.7, -0.15, 0.0045, -0.0280
111, 5.105, -0.3, -0.03, 0.0055, -0.0249
112, 5.152, 1.3, 0.17, 0.0108, -0.0349
113, 5.198, 3.4, 0.35, 0.0120, -0.0344
114, 5.244, 5.3, 0.57, 0.0218, -0.0479
115, 5.291, 7.1, 0.78, 0.0287, -0.0498
116, 5.337, 9.3, 0.92, 0.0370, -0.0489
117, 5.384, 10.8, 0.99, 0.0492, -0.0500
118, 5.430, 12.5, 1.02, 0.0659, -0.0570
119, 5.476, 14.1, 0.99, 0.0780, -0.0421
120, 5.523, 15.1, 1.05, 0.1026, -0.0523
