1, 0.000, 9.2, 0.76, 0.0264, -0.0299
2, 0.046, 9.3, 0.78, 0.0307, -0.0351
3, 0.093, 9.2, 0.76, 0.0267, -0.0282
4, 0.139, 9.2, 0.80, 0.0330, -0.0444
5, 0.186, 9.4, 0.81, 0.0300, -0.0330
6, 0.232, 10.3, 0.86, 0.0379, -0.0374
7, 0.278, 11.1, 0.87, 0.0429, -0.0306
8, 0.325, 11.9, 0.88, 0.0442, -0.0300
9, 0.371, 12.9, 0.92, 0.0593, -0.0419
10, 0.418, 14.0, 0.93, 0.0691, -0.0326
11, 0.464, 15.1, 0.93, 0.0899, -0.0470
12, 0.511, 15.9, 0.90, 0.1163, -0.0570
13, 0.557, 16.7, 0.80, 0.1705, -0.0759
14, 0.603, 17.2, 0.72, 0.2040, -0.0963
15, 0.650, 17.7, 0.84, 0.2253, -0.1084
16, 0.696, 18.3, 0.74, 0.2473, -0.1107
17, 0.743, 18.8, 0.76, 0.2434, -0.1035
18, 0.789, 18.8, 0.75, 0.2387, -0.0997
19, 0.835, 18.8, 0.75, 0.2543, -0.1137
20, 0.882, 18.8, 0.75, 0.2416, -0.0998
21, 0.928, 18.8, 0.77, 0.2646, -0.1100
22, 0.975, 18.8, 0.72, 0.2089, -0.0773
23, 1.021, 18.4, 0.79, 0.2147, -0.0915
24, 1.067, 17.7, 0.69, 0.1716, -0.0675
25, 1.114, 16.6, 0.71, 0.1767, -0.0782
26, 1.160, 16.1, 0.64, 0.1454, -0.0665
27, 1.207, 15.1, 0.66, 0.1076, -0.0395
28, 1.253, 14.0, 0.69, 0.0747, -0.0241
29, 1.299, 13.0, 0.80, 0.0580, -0.0271
30, 1.346, 11.9, 0.82, 0.0430, -0.0279
31, 1.392, 10.5, 0.78, 0.0294, -0.0279
32, 1.439, 10.6, 0.79, 0.0395, -0.0295
33, 1.485, 9.8, 0.79, 0.0279, -0.0279
34, 1.532, 9.5, 0.76, 0.0333, -0.0307
35, 1.578, 9.3, 0.74, 0.0277, -0.0234
36, 1.624, 9.2, 0.73, 0.0267, -0.0237
37, 1.671, 9.2, 0.75, 0.0238, -0.0243
38, 1.717, 9.2, 0.79, 0.0280, -0.0301
39, 1.764, 8.9, 0.78, 0.0286, -0.0333
40, 1.810, 9.2, 0.79, 0.0319, -0.0384
41, 1.856, 9.4, 0.82, 0.0329, -0.0417
42, 1.903, 10.2, 0.87, 0.0383, -0.0406
43, 1.949, 11.4, 0.88, 0.0442, -0.0340
44, 1.996, 12.4, 0.89, 0.0538, -0.0346
45, 2.042, 13.2, 0.92, 0.0615, -0.0351
46, 2.088, 14.0, 0.96, 0.0738, -0.0402
47, 2.135, 15.1, 0.96, 0.0931, -0.0414
48, 2.181, 16.1, 0.94, 0.1144, -0.0510
49, 2.228, 16.7, 0.88, 0.1675, -0.0849
50, 2.274, 17.4, 0.73, 0.1792, -0.0684
51, 2.320, 18.3, 0.99, 0.2439, -0.1135
52, 2.367, 18.5, 0.78, 0.2184, -0.1009
53, 2.413, 18.8, 0.85, 0.2546, -0.1194
54, 2.460, 18.8, 0.91, 0.2581, -0.1230
55, 2.506, 18.8, 0.72, 0.2043, -0.0725
56, 2.553, 18.8, 0.87, 0.2573, -0.1104
57, 2.599, 19.1, 0.78, 0.2675, -0.1148
58, 2.645, 18.8, 0.65, 0.1965, -0.0732
59, 2.692, 18.2, 0.67, 0.2032, -0.0794
60, 2.738, 17.6, 0.65, 0.1621, -0.0578
61, 2.785, 16.6, 0.75, 0.1397, -0.0571
62, 2.831, 15.6, 0.73, 0.1131, -0.0514
63, 2.877, 14.5, 0.73, 0.0913, -0.0398
64, 2.924, 14.0, 0.73, 0.0676, -0.0245
65, 2.970, 13.0, 0.76, 0.0586, -0.0178
66, 3.017, 11.4, 0.83, 0.0411, -0.0257
67, 3.063, 11.2, 0.77, 0.0370, -0.0197
68, 3.109, 10.5, 0.77, 0.0351, -0.0245
69, 3.156, 9.7, 0.76, 0.0307, -0.0258
70, 3.202, 9.5, 0.75, 0.0280, -0.0234
71, 3.249, 9.2, 0.78, 0.0309, -0.0360
72, 3.295, 9.2, 0.78, 0.0297, -0.0308
73, 3.342, 9.2, 0.74, 0.0226, -0.0183
74, 3.388, 9.2, 0.77, 0.0260, -0.0310
75, 3.434, 9.3, 0.77, 0.0314, -0.0320
76, 3.481, 9.4, 0.79, 0.0335, -0.0427
77, 3.527, 9.8, 0.83, 0.0317, -0.0389
78, 3.574, 10.8, 0.86, 0.0373, -0.0349
79, 3.620, 11.4, 0.89, 0.0396, -0.0280
80, 3.666, 12.4, 0.94, 0.0527, -0.0423
81, 3.713, 13.5, 0.92, 0.0616, -0.0341
82, 3.759, 14.5, 0.93, 0.0792, -0.0377
83, 3.806, 15.4, 0.97, 0.1021, -0.0545
84, 3.852, 16.2, 0.92, 0.1269, -0.0673
85, 3.898, 17.0, 0.83, 0.2280, -0.1128
86, 3.945, 17.7, 0.77, 0.2173, -0.0971
87, 3.991, 18.2, 0.72, 0.2580, -0.1197
88, 4.038, 18.8, 0.71, 0.2209, -0.0879
89, 4.084, 18.6, 0.84, 0.2401, -0.0990
90, 4.130, 18.8, 0.86, 0.2470, -0.1173
91, 4.177, 18.8, 0.82, 0.2196, -0.0974
92, 4.223, 18.8, 0.76, 0.2228, -0.0869
93, 4.270, 18.8, 0.74, 0.2133, -0.0759
94, 4.316, 18.8, 0.74, 0.2170, -0.0900
95, 4.363, 18.3, 0.69, 0.1905, -0.0753
96, 4.409, 17.2, 0.77, 0.1701, -0.0707
97, 4.455, 16.5, 0.72, 0.1370, -0.0531
98, 4.502, 15.6, 0.76, 0.0949, -0.0378
99, 4.548, 14.7, 0.71, 0.0808, -0.0266
100, 4.595, 13.5, 0.75, 0.0668, -0.0333
101, 4.641, 12.4, 0.77, 0.0516, -0.0256
102, 4.687, 11.9, 0.79, 0.0452, -0.0213
103, 4.734, 10.8, 0.78, 0.0397, -0.0241
104, 4.780, 10.3, 0.80, 0.0450, -0.0393
105, 4.827, 9.8, 0.74, 0.0313, -0.0233
106, 4.873, 9.5, 0.76, 0.0340, -0.0262
107, 4.919, 9.3, 0.77, 0.0342, -0.0318
108, 4.966, 9.2, 0.77, 0.0303, -0.0329
109, 5.012, 9.2, 0.77, 0.0264, -0.0330
110, 5.059, 9.2, 0.77, 0.0270, -0.0277
111, 5.105, 9.2, 0.76, 0.0249, -0.0255
112, 5.152, 9.2, 0.77, 0.0258, -0.0207
113, 5.198, 9.8, 0.84, 0.0320, -0.0363
114, 5.244, 10.7, 0.85, 0.0376, -0.0307
115, 5.291, 11.9, 0.90, 0.0555, -0.0400
116, 5.337, 12.9, 0.90, 0.0612, -0.0306
117, 5.384, 13.8, 0.98, 0.0722, -0.0431
118, 5.430, 14.5, 0.98, 0.0829, -0.0419
119, 5.476, 15.6, 1.00, 0.1079, -0.0556
120, 5.523, 16.5, 0.97, 0.1290, -0.0638
