1, 0.000, 3.7, 0.53, 0.0019, -0.0532
2, 0.046, 4.5, 0.64, 0.0190, -0.0628
3, 0.093, 5.6, 0.66, 0.0059, -0.0434
4, 0.139, 6.1, 0.83, 0.0121, -0.0627
5, 0.186, 6.9, 0.92, 0.0073, -0.0572
6, 0.232, 8.2, 0.95, 0.0132, -0.0480
7, 0.278, 9.2, 1.01, 0.0205, -0.0449
8, 0.325, 10.0, 1.07, 0.0171, -0.0425
9, 0.371, 10.8, 1.06, 0.0258, -0.0449
10, 0.418, 11.6, 1.03, 0.0289, -0.0402
11, 0.464, 12.3, 1.05, 0.0393, -0.0441
12, 0.511, 12.9, 0.98, 0.0372, -0.0255
13, 0.557, 12.9, 1.01, 0.0448, -0.0375
14, 0.603, 13.5, 1.00, 0.0484, -0.0333
15, 0.650, 13.5, 0.99, 0.0535, -0.0359
16, 0.696, 13.5, 0.99, 0.0494, -0.0289
17, 0.743, 13.5, 1.00, 0.0568, -0.0358
18, 0.789, 13.4, 1.01, 0.0544, -0.0344
19, 0.835, 13.0, 0.97, 0.0441, -0.0332
20, 0.882, 11.9, 0.93, 0.0337, -0.0273
21, 0.928, 11.3, 0.93, 0.0341, -0.0319
22, 0.975, 10.3, 0.90, 0.0224, -0.0320
23, 1.021, 9.2, 0.87, 0.0194, -0.0279
24, 1.067, 8.2, 0.82, 0.0124, -0.0299
25, 1.114, 7.1, 0.81, 0.0045, -0.0335
26, 1.160, 6.6, 0.81, 0.0082, -0.0508
27, 1.207, 5.5, 0.74, 0.0054, -0.0474
28, 1.253, 5.0, 0.67, 0.0115, -0.0528
29, 1.299, 4.5, 0.62, 0.0082, -0.0557
30, 1.346, 3.9, 0.54, 0.0009, -0.0478
31, 1.392, 3.3, 0.50, 0.0002, -0.0476
32, 1.439, 3.4, 0.49, 0.0018, -0.0456
33, 1.485, 3.4, 0.46, -0.0007, -0.0380
34, 1.532, 3.4, 0.47, 0.0088, -0.0421
35, 1.578, 3.4, 0.48, 0.0006, -0.0426
36, 1.624, 3.4, 0.52, 0.0073, -0.0544
37, 1.671, 3.9, 0.56, -0.0005, -0.0519
38, 1.717, 5.0, 0.65, 0.0155, -0.0539
39, 1.764, 5.5, 0.77, 0.0153, -0.0649
40, 1.810, 6.7, 0.86, 0.0141, -0.0602
41, 1.856, 7.7, 0.94, 0.0139, -0.0595
42, 1.903, 8.7, 0.99, 0.0181, -0.0540
43, 1.949, 9.8, 1.04, 0.0221, -0.0489
44, 1.996, 10.2, 1.07, 0.0210, -0.0495
45, 2.042, 11.3, 1.07, 0.0312, -0.0468
46, 2.088, 11.9, 1.00, 0.0352, -0.0325
47, 2.135, 12.5, 1.02, 0.0433, -0.0392
48, 2.181, 12.9, 1.04, 0.0505, -0.0432
49, 2.228, 13.3, 1.02, 0.0522, -0.0388
50, 2.274, 13.5, 1.02, 0.0554, -0.0393
51, 2.320, 13.5, 1.01, 0.0597, -0.0412
52, 2.367, 13.5, 1.02, 0.0550, -0.0365
53, 2.413, 13.5, 1.03, 0.0639, -0.0442
54, 2.460, 12.9, 1.03, 0.0474, -0.0413
55, 2.506, 12.5, 0.97, 0.0429, -0.0339
56, 2.553, 11.9, 0.95, 0.0399, -0.0312
57, 2.599, 10.8, 0.89, 0.0264, -0.0290
58, 2.645, 9.8, 0.90, 0.0202, -0.0365
59, 2.692, 8.7, 0.81, 0.0108, -0.0215
60, 2.738, 7.6, 0.81, 0.0062, -0.0251
61, 2.785, 7.1, 0.81, 0.0119, -0.0417
62, 2.831, 6.1, 0.78, 0.0052, -0.0519
63, 2.877, 5.4, 0.72, 0.0060, -0.0502
64, 2.924, 4.4, 0.64, 0.0097, -0.0491
65, 2.970, 3.9, 0.62, 0.0108, -0.0591
66, 3.017, 3.9, 0.54, 0.0011, -0.0479
67, 3.063, 3.4, 0.54, 0.0040, -0.0590
68, 3.109, 3.3, 0.50, 0.0000, -0.0501
69, 3.156, 3.4, 0.48, 0.0050, -0.0482
70, 3.202, 3.4, 0.51, 0.0090, -0.0581
71, 3.249, 3.6, 0.44, 0.0059, -0.0340
72, 3.295, 3.4, 0.52, -0.0047, -0.0476
73, 3.342, 4.5, 0.59, 0.0118, -0.0549
74, 3.388, 5.2, 0.72, 0.0161, -0.0627
75, 3.434, 6.1, 0.77, 0.0029, -0.0486
76, 3.481, 7.1, 0.90, 0.0134, -0.0548
77, 3.527, 8.2, 0.94, 0.0139, -0.0480
78, 3.574, 9.4, 1.02, 0.0259, -0.0528
79, 3.620, 9.8, 1.02, 0.0157, -0.0420
80, 3.666, 10.8, 1.05, 0.0227, -0.0451
81, 3.713, 11.5, 1.00, 0.0254, -0.0347
82, 3.759, 12.4, 0.98, 0.0302, -0.0265
83, 3.806, 12.6, 1.01, 0.0347, -0.0392
84, 3.852, 13.0, 0.98, 0.0425, -0.0352
85, 3.898, 13.5, 0.99, 0.0469, -0.0347
86, 3.945, 13.5, 1.00, 0.0504, -0.0362
87, 3.991, 13.5, 0.99, 0.0532, -0.0355
88, 4.038, 13.4, 0.98, 0.0529, -0.0302
89, 4.084, 13.3, 1.06, 0.0612, -0.0472
90, 4.130, 13.1, 1.02, 0.0592, -0.0447
91, 4.177, 11.9, 0.95, 0.0380, -0.0409
92, 4.223, 11.3, 0.93, 0.0399, -0.0330
93, 4.270, 10.3, 0.89, 0.0240, -0.0288
94, 4.316, 9.2, 0.86, 0.0156, -0.0298
95, 4.363, 8.1, 0.84, 0.0103, -0.0327
96, 4.409, 7.3, 0.81, 0.0042, -0.0338
97, 4.455, 6.8, 0.82, 0.0109, -0.0542
98, 4.502, 5.5, 0.76, 0.0052, -0.0505
99, 4.548, 5.0, 0.69, 0.0044, -0.0484
100, 4.595, 4.6, 0.62, 0.0055, -0.0517
101, 4.641, 4.0, 0.53, 0.0040, -0.0402
102, 4.687, 3.4, 0.51, -0.0023, -0.0468
103, 4.734, 3.4, 0.56, 0.0138, -0.0640
104, 4.780, 3.4, 0.48, 0.0065, -0.0453
105, 4.827, 3.4, 0.50, 0.0037, -0.0481
106, 4.873, 3.4, 0.47, -0.0009, -0.0398
107, 4.919, 3.4, 0.49, 0.0020, -0.0451
