1, 0.000, 2.9, 0.37, 0.0045, -0.0348
2, 0.046, 2.9, 0.38, 0.0046, -0.0351
3, 0.093, 3.7, 0.38, 0.0118, -0.0333
4, 0.139, 3.9, 0.47, 0.0104, -0.0420
5, 0.186, 5.0, 0.54, 0.0111, -0.0355
6, 0.232, 5.6, 0.62, 0.0086, -0.0353
7, 0.278, 6.6, 0.70, 0.0156, -0.0408
8, 0.325, 7.6, 0.79, 0.0220, -0.0371
9, 0.371, 8.8, 0.84, 0.0274, -0.0397
10, 0.418, 9.8, 0.83, 0.0328, -0.0351
11, 0.464, 10.3, 0.86, 0.0374, -0.0377
12, 0.511, 11.4, 0.88, 0.0461, -0.0365
13, 0.557, 11.5, 0.90, 0.0444, -0.0359
14, 0.603, 12.4, 0.93, 0.0597, -0.0466
15, 0.650, 12.7, 0.89, 0.0579, -0.0379
16, 0.696, 13.0, 0.87, 0.0553, -0.0321
17, 0.743, 13.0, 0.88, 0.0541, -0.0368
18, 0.789, 13.0, 0.86, 0.0550, -0.0270
19, 0.835, 12.9, 0.89, 0.0612, -0.0326
20, 0.882, 12.9, 0.88, 0.0579, -0.0309
21, 0.928, 13.0, 0.85, 0.0557, -0.0279
22, 0.975, 12.1, 0.84, 0.0502, -0.0336
23, 1.021, 11.3, 0.79, 0.0430, -0.0241
24, 1.067, 10.3, 0.78, 0.0344, -0.0281
25, 1.114, 9.6, 0.77, 0.0348, -0.0374
26, 1.160, 8.7, 0.68, 0.0206, -0.0215
27, 1.207, 7.6, 0.67, 0.0178, -0.0297
28, 1.253, 6.6, 0.61, 0.0103, -0.0223
29, 1.299, 6.0, 0.60, 0.0128, -0.0307
30, 1.346, 5.0, 0.54, 0.0087, -0.0341
31, 1.392, 4.5, 0.49, 0.0062, -0.0289
32, 1.439, 4.0, 0.45, 0.0097, -0.0368
33, 1.485, 3.4, 0.40, 0.0047, -0.0319
34, 1.532, 3.2, 0.40, 0.0075, -0.0356
35, 1.578, 2.9, 0.37, 0.0058, -0.0359
36, 1.624, 2.9, 0.37, 0.0082, -0.0340
37, 1.671, 2.9, 0.37, 0.0076, -0.0357
38, 1.717, 2.9, 0.37, 0.0054, -0.0346
39, 1.764, 3.0, 0.37, 0.0065, -0.0328
40, 1.810, 3.9, 0.43, 0.0111, -0.0349
41, 1.856, 4.4, 0.52, 0.0114, -0.0382
42, 1.903, 5.5, 0.60, 0.0146, -0.0418
43, 1.949, 6.5, 0.69, 0.0178, -0.0389
44, 1.996, 7.1, 0.76, 0.0138, -0.0395
45, 2.042, 8.2, 0.79, 0.0181, -0.0352
